pos	5pG>A
1	0.0773704394522116
2	0.0552699831045232
3	0.0444252196603788
4	0.0365857081901682
5	0.0301749490472869
6	0.0248731307936938
7	0.0212002305989995
8	0.0183666290200144
9	0.0164596971500364
10	0.0148391607650788
11	0.0137939641117962
12	0.0126665762481085
13	0.0120825650893847
14	0.0116474424280872
15	0.0109757539281646
16	0.0105061343558593
17	0.0102217721626365
18	0.0103855883803811
19	0.0101325393776412
20	0.00984809388712261
21	0.00989166400545303
22	0.00947273631439592
23	0.00925535712847713
24	0.00926527254621812
25	0.00918449082092137
