pos	5pG>A
1	0.0217138171161961
2	0.0130500357137553
3	0.0113596339105909
4	0.010432070301527
5	0.00942149151277354
6	0.00893186429699738
7	0.00859643515801828
8	0.00835632469987662
9	0.00828703789151179
10	0.00790767399599977
11	0.00779055833220407
12	0.00751863905675017
13	0.00734792669418197
14	0.00735124897164518
15	0.00734288053784974
16	0.0072597007354806
17	0.00728638103177781
18	0.00720755857859144
19	0.00696238172411149
20	0.00722869468832484
21	0.00712251471968598
22	0.00715285665231517
23	0.0069438730800524
24	0.00696307325867364
25	0.00705300395809202
