pos	5pG>A
1	0.0739239848300469
2	0.0507166356086226
3	0.041953322044736
4	0.0344980925410162
5	0.0292581221646886
6	0.0258290379966245
7	0.0215426282232128
8	0.0193096548274137
9	0.0168653197911388
10	0.0154077248478556
11	0.0136170590257371
12	0.0129829709661642
13	0.0118752096611875
14	0.0113323021050508
15	0.0109675463903638
16	0.00949914608146271
17	0.0103386770016736
18	0.00969075574665123
19	0.00957555783191556
20	0.0089240464491109
21	0.0087706524782974
22	0.00860104552969036
23	0.00826354240912331
24	0.0080277034471903
25	0.00807832709901302
