pos	5pC>T
1	0.0545244022462803
2	0.0452392807104894
3	0.0378038558256496
4	0.0327631163546648
5	0.0271398747390397
6	0.0236044402359303
7	0.0195029707623278
8	0.0174811283273739
9	0.0157862313260434
10	0.0133236273796131
11	0.013332302390315
12	0.0115105679877575
13	0.0107799832261672
14	0.0105668586904643
15	0.00898142708662841
16	0.0094499798936598
17	0.00888465458412727
18	0.00868431519865647
19	0.00871478970593114
20	0.00873529959775973
21	0.00810807800683841
22	0.00834383749595636
23	0.00787983255355824
24	0.00821831089406631
25	0.00791094852833915
