pos	5pC>T
1	0.0232063146797622
2	0.0199162642661512
3	0.0160688956433637
4	0.0137848621187287
5	0.0124151500245942
6	0.0109347990754948
7	0.0103834739898161
8	0.00924237900741296
9	0.00872009270700617
10	0.00813313871590743
11	0.00789927937524465
12	0.0079002989998969
13	0.00733288076543748
14	0.00779877748893417
15	0.00758003125384999
16	0.007344027605847
17	0.00758996281814167
18	0.00717824926947021
19	0.00657781517104232
20	0.0070401839902894
21	0.00668696139068202
22	0.00716901335808964
23	0.00701130856219709
24	0.0071048416266212
25	0.00699223945353357
