pos	5pG>A
1	0.0209304131717925
2	0.0115024224205948
3	0.0101453035806954
4	0.00951460783435496
5	0.00815908314674965
6	0.00834093824387193
7	0.00769870470238395
8	0.00726870404796058
9	0.00705419045676998
10	0.00692495092428592
11	0.00709365815384813
12	0.00696249889031211
13	0.0067421859143495
14	0.0069868884077686
15	0.00650481458717476
16	0.00638845100804779
17	0.00627461493779642
18	0.00662845086176216
19	0.00658838293295088
20	0.00665998097148294
21	0.00663629352637343
22	0.00621694052332312
23	0.00653660816349731
24	0.00652201578009672
25	0.00617158916838627
